FRB,nameCHAR,idCHAR,value_baseNMBR,typeCHAR,descriptionCHAR,currencyCHAR,discount_curveCHAR,reference_curveCHAR,notionalNMBR,coupon_rateNMBR,termNMBR,term_unitCHAR,last_reset_rateNMBR,enable_business_day_ruleBOOL,business_day_ruleNMBR,business_day_directionNMBR,cf_datesCHAR,cf_valuesCHAR,asset_classCHAR,issue_dateDATE,maturity_dateDATE,coupon_generation_methodCHAR,compounding_typeCHAR,day_count_conventionCHAR,long_first_periodBOOL,long_last_periodBOOL,compounding_freqCHAR,clean_value_baseBOOL,calibration_flagBOOL,rating_valuesCHAR,country_idCHAR,country_valuesCHAR,esg_scoreNMBR,issuerCHAR,liquidity_classCHAR
Item,United States of America DL-Notes 2016(23),A188AL,1025.5500,FRB,Medium Term Note,USD,IR_USD,,1000.0000,0.016250,12,months,0.0000,0,1.0000,1.0000,,,Fixed Income,31-Oct-2016,31-Oct-2023,backward,simple,act/365,0,0,annual,1,0,1|0|0,US,1,6.8600,US,high

